cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Somer2016-tj,ARTICLE,Understanding Turkey’s democratic breakdown: old vs. new and indigenous vs. global authoritarianism,2016-10,10.1080/14683857.2016.1246548,True,True,200,Understanding Turkey’s democratic breakdown: old vs. new and indigenous vs. global authoritarianism,2016,1.0,yes,,,,,,,,,,,,,
Gerlich2021-aq,ARTICLE,How elite configurations explain shifts from democracy to authoritarian or totalitarian regimes: Turkey as a case study,2021,10.4236/ojps.2021.112019,True,True,200,How Elite Configurations Explain Shifts from Democracy to Authoritarian or Totalitarian Regimes: Turkey as a Case Study,2021,1.0,yes,,,,,,,,,,,,,
Esen2016-iq,ARTICLE,Rising competitive authoritarianism in Turkey,2016-09,10.1080/01436597.2015.1135732,True,True,200,Rising competitive authoritarianism in Turkey,2016,1.0,yes,,,,,,,,,,,,,
McCargo2005-zj,ARTICLE,Network monarchy and legitimacy crises in Thailand,2005-12,10.1080/09512740500338937,True,True,200,Network monarchy and legitimacy crises in Thailand,2005,1.0,yes,,,,,,,,,,,,,
Baker2014-wt,BOOK,A History of Thailand,2014-05-30,10.1017/cbo9781139656993,True,True,200,A History of Thailand,2014,1.0,yes,,,,,,,,,,,,,
Thompson2016-cm,ARTICLE,Bloodied democracy: Duterte and the death of liberal reformism in the Philippines,2016-12,10.1177/186810341603500303,True,True,200,Bloodied Democracy: Duterte and the Death of Liberal Reformism in the Philippines,2016,1.0,yes,,,,,,,,,,,,,
Dalton2014-qc,ARTICLE,Growing up democratic: Generational change in east Asian democracies,2014-09,10.1017/s1468109914000140,True,True,200,Growing up Democratic: Generational Change in East Asian Democracies,2014,1.0,yes,,,,,,,,,,,,,
Chang2007-sy,ARTICLE,Authoritarian Nostalgia in Asia,2007,10.1353/jod.2007.0043,True,True,200,The Democracy Barometers(Part I): Authoritarian Nostalgia in Asia,2007,0.67,yes,,,,,,,,,,,,,
Heo2014-ib,ARTICLE,Political culture and democratic consolidation in South Korea,2014-10-01,10.1525/as.2014.54.5.918,True,True,200,Political Culture and Democratic Consolidation in South Korea,2014,1.0,yes,,,,,,,,,,,,,
Sing2012-gz,ARTICLE,Explaining support for democracy in east Asia,2012-09,10.1007/s12140-012-9176-1,True,True,200,Explaining Support for Democracy in East Asia,2012,1.0,yes,,,,,,,,,,,,,
Helmke2017-pq,BOOK,Cambridge studies in comparative politics: Institutions on the edge: The origins and consequences of inter-branch crises in Latin America: The origins and consequences of inter-branch crises in Latin America,2017-02-07,10.1017/9781139031738,True,True,200,Institutions on the Edge,2017,0.21,yes,,,,,,,,,,,,,
Hetherington2004-nt,BOOK,Why trust matters: Declining political trust and the demise of American liberalism,2004-12-31,10.1515/9780691188690,True,True,200,Why Trust Matters,2004,0.35,yes,,,,,,,,,,,,,
Hewison1997-br,BOOK,Political Change in Thailand: Democracy and participation,1997-10-09,10.4324/9780203075784,True,True,200,Political Change in Thailand,2002,0.67,no,,,,,,,,,,,,,
Goodin2006-jn,BOOK,The oxford handbook of contextual political analysis,2006-03-16,10.1093/oxfordhb/9780199270439.001.0001,True,True,200,The Oxford Handbook of Contextual Political Analysis,2006,1.0,yes,,,,,,,,,,,,,
Wojcik2017-vj,BOOK,The New Oxford handbook of economic geography,2017-11-07,10.1093/oxfordhb/9780198755609.001.0001,True,True,200,The New Oxford Handbook of Economic Geography,2018,1.0,no,,,,,,,,,,,,,
Fine2010-zc,BOOK,Theories of social capital: Researchers behaving badly,2010-01-11,10.2307/j.ctt183pdrp,True,True,200,Theories of Social Capital,2010,0.66,yes,,,,,,,,,,,,,
Teeratanabodee2025-sz,ARTICLE,"Thailand’s 2020–2021 pro-democracy protests: Diversity, conflict, and solidarity",2025-01,10.1080/00472336.2023.2258131,True,True,200,"Thailand’s 2020–2021 Pro-Democracy Protests: Diversity, Conflict, and Solidarity",2025,1.0,yes,,,,,,,,,,,,,
Lertchoosakul2021-yv,ARTICLE,The paradox of the Thai middle class in democratisation,2021-05,10.1017/trn.2020.16,True,True,200,The Paradox of the Thai Middle Class in Democratisation,2021,1.0,yes,,,,,,,,,,,,,
Torcal2014-xs,ARTICLE,The decline of political trust in Spain and Portugal: Economic performance or political responsiveness?,2014-11,10.1177/0002764214534662,True,True,200,The Decline of Political Trust in Spain and Portugal,2014,0.68,yes,,,,,,,,,,,,,
Esaiasson2021-vg,ARTICLE,How the coronavirus crisis affects citizen trust in institutions and in unknown others: Evidence from ‘the Swedish experiment’,2021-08,10.1111/1475-6765.12419,True,True,200,How the coronavirus crisis affects citizen trust in institutions and in unknown others: Evidence from ‘the Swedish experiment’,2021,1.0,yes,,,,,,,,,,,,,
Van-de-Walle2008-tm,ARTICLE,Trust in the public sector: is there any evidence for a long-term decline?,2008-03,10.1177/0020852307085733,True,True,200,Trust in the public sector: is there any evidence for a long-term decline?,2008,1.0,yes,,,,,,,,,,,,,
Kim1997-if,ARTICLE,"""Asian-style democracy"": A critique from east Asia",1997-12-01,10.2307/2645761,True,True,200,"""Asian-Style Democracy"": A Critique from East Asia",1997,1.0,yes,,,,,,,,,,,,,
Hetherington2001-id,ARTICLE,Resurgent mass partisanship: The role of elite polarization,2001-09,10.1017/s0003055401003045,True,True,200,Resurgent Mass Partisanship: The Role of Elite Polarization,2001,1.0,yes,,,,,,,,,,,,,
McCargo2009-vs,ARTICLE,Thai politics as reality TV,2009-02,10.1017/s0021911809000072,True,True,200,Thai Politics as Reality TV,2009,1.0,yes,,,,,,,,,,,,,
Teehankee2016-xm,ARTICLE,Duterte's resurgent nationalism in the Philippines: A discursive institutionalist analysis,2016-12,10.1177/186810341603500304,True,True,200,Duterte's Resurgent Nationalism in the Philippines: A Discursive Institutionalist Analysis,2016,1.0,yes,,,,,,,,,,,,,
Dressel2014-se,ARTICLE,Constitutional politics in southeast Asia: From contestation to constitutionalism?,2014,10.1355/cs36-1a,True,True,200,Constitutional Politics in Southeast Asia: From Contestation to Constitutionalism?,2014,1.0,yes,,,,,,,,,,,,,
Kongkirati2018-yj,INBOOK,"Haunted past, uncertain future: The fragile transition to military-guided semi-authoritarianism in Thailand",2018-12-31,10.1355/9789814786843-022,True,True,200,"Haunted Past, Uncertain Future: The Fragile Transition to Military-Guided Semi-Authoritarianism in Thailand",2018,1.0,yes,,,,,,,,,,,,,
Walker2008-ik,ARTICLE,The rural constitution and the everyday politics of elections in Northern Thailand,2008-02,10.1080/00472330701651978,True,True,200,The rural constitution and the everyday politics of elections in Northern Thailand,2008,1.0,yes,,,,,,,,,,,,,
Thompson2024-bk,ARTICLE,“framing” the opposition: The limits of mobilization against duterte’s “war on drugs” in the Philippines,2024-04-02,10.1080/14672715.2024.2319037,True,True,200,“Framing” the Opposition: The Limits of Mobilization against Duterte’s “War on Drugs” in the Philippines,2024,1.0,yes,,,,,,,,,,,,,
Nichols2023-gd,MISC,The Cambridge handbook of research methods and statistics for the social and behavioral sciences: Volume 1: Building a program of research,2023-06-08,10.1017/9781009010054,True,True,200,The Cambridge Handbook of Research Methods and Statistics for the Social and Behavioral Sciences,2023,0.83,yes,,,,,,,,,,,,,
Levitsky2013-nc,ARTICLE,Populism and competitive authoritarianism in the Andes,2013-01,10.1080/13510347.2013.738864,True,True,200,Populism and competitive authoritarianism in the Andes,2013,1.0,yes,,,,,,,,,,,,,
Dalton2004-bq,BOOK,"Democratic challenges, democratic choices: The erosion of political support in advanced industrial democracies",2004-03-18,10.1093/acprof:oso/9780199268436.001.0001,True,True,200,"Democratic Challenges, Democratic Choices",2004,0.54,yes,,,,,,,,,,,,,
Norris2019-cr,BOOK,"Cultural backlash: Trump, Brexit, and authoritarian populism",2019-02-14,10.1017/9781108595841,True,True,200,Cultural Backlash,2019,0.46,yes,,,,,,,,,,,,,
Shin2003-xm,INBOOK,Democratization and its consequences,2003,10.1007/978-94-017-0281-2_5,True,True,200,Democratization and Its Consequences,2003,1.0,yes,,,,,,,,,,,,,
Ariely2011-ht,ARTICLE,Can we rate public support for democracy in a comparable way? Cross-national equivalence of democratic attitudes in the world value survey,2011-11,10.1007/s11205-010-9693-5,True,True,200,Can we Rate Public Support for Democracy in a Comparable Way? Cross-National Equivalence of Democratic Attitudes in the World Value Survey,2011,1.0,yes,,,,,,,,,,,,,
Bleck2015-jz,ARTICLE,The 2012 crisis in Mali: Ongoing empirical state failure,2015-10,10.1093/afraf/adv038,True,True,200,The 2012 crisis in Mali: Ongoing empirical state failure,2015,1.0,yes,,,,,,,,,,,,,
Brailey2024-mi,ARTICLE,Coups and social trust: Evidence from a natural experiment in Burkina Faso,2024,10.2139/ssrn.4802214,True,True,200,Coups and Social Trust: Evidence from a Natural Experiment in Burkina Faso,2024,1.0,yes,,,,,,,,,,,,,
Luo2021-vo,ARTICLE,China's role in the Cambodian people's party's quest for legitimacy,2021,10.1355/cs43-2h,True,True,200,China's Role in the Cambodian People's Party's Quest for Legitimacy,2021,1.0,yes,,,,,,,,,,,,,
Kang2015-xp,ARTICLE,"Inequality, the welfare system and satisfaction with democracy in South Korea",2015-11,10.1177/0192512114521053,True,True,200,"Inequality, the welfare system and satisfaction with democracy in South Korea",2015,1.0,yes,,,,,,,,,,,,,
Guriev2015-oz,REPORT,How modern dictators survive: An informational theory of the new authoritarianism,2015-04,10.3386/w21136,True,True,200,How Modern Dictators Survive: An Informational Theory of the New Authoritarianism,2015,1.0,yes,,,,,,,,,,,,,
Fassin2009-ve,ARTICLE,Les économies morales revisitées,2009-12,10.1017/s0395264900027499,True,True,200,Les économies morales revisitées,2009,1.0,yes,,,,,,,,,,,,,
Meyer1977-of,ARTICLE,The effects of education as an institution,1977-07,10.1086/226506,True,True,200,The Effects of Education as an Institution,1977,1.0,yes,,,,,,,,,,,,,
Norris2011-qz,BOOK,Democratic deficit: Critical citizens revisited,2011-02-21,10.1017/cbo9780511973383,True,True,200,Democratic Deficit,2011,0.56,yes,,,,,,,,,,,,,
Gandhi2008-he,BOOK,Political institutions under dictatorship,2008,10.1017/cbo9780511510090,True,True,200,Political Institutions under Dictatorship,2008,1.0,yes,,,,,,,,,,,,,
Faulkner1998-bq,ARTICLE,The politics of writing,1998-10,10.2307/3736283,True,True,200,The Politics of Writing,1998,1.0,yes,,,,,,,,,,,,,
Li2005-oz,ARTICLE,"Beyond ""the state"" and failed schemes",2005-09,10.1525/aa.2005.107.3.383,True,True,200,Beyond “the State” and Failed Schemes,2005,1.0,yes,,,,,,,,,,,,,
Nishizaki2013-sz,ARTICLE,"Revolution interrupted: farmers, students, law, and violence in northern Thailand",2013-03,10.1080/03066150.2013.779086,True,True,200,"Revolution interrupted: farmers, students, law, and violence in northern Thailand",2013,1.0,yes,,,,,,,,,,,,,
Unknown1999-ln,ARTICLE,A ready-made life: early masters of modern Korean fiction,1999-03-01,10.5860/choice.36-3764,True,True,200,A ready-made life: early masters of modern Korean fiction,1999,1.0,yes,,,,,,,,,,,,,
Jeronimo2004-nr,INREFERENCE,East Timor (Timor-Leste),2004,10.4135/9781412952415.n436,True,True,200,East Timor (Timor-Leste),2004,1.0,yes,,,,,,,,,,,,,
Gershuny1979-sc,ARTICLE,The informal economy,1979-02-01,10.1016/0016-3287(79)90065-x,True,True,200,The informal economy,1979,1.0,yes,,,,,,,,,,,,,
Haugerud2013-jk,BOOK,No billionaire left behind: Satirical activism in America,2013-04-17,10.1515/9780804786317,True,True,200,No Billionaire Left Behind,2013,0.63,yes,,,,,,,,,,,,,
de-Zoysa1998-jf,ARTICLE,Modernity at large: Cultural dimensions of globalization,1998,10.2307/2547675,True,True,200,Modernity at Large: Cultural Dimensions of Globalization.,1998,1.0,yes,,,,,,,,,,,,,
Flynn2007-st,ARTICLE,Just A dog: Understanding animal cruelty and ourselves,2007-06,10.2752/175303707x207981,True,True,200,Just A Dog: Understanding Animal Cruelty and Ourselves,2007,1.0,yes,,,,,,,,,,,,,
Voormann2016-lu,ARTICLE,Income inequality: Economic disparities and the middle class in affluent countries,2016-03,10.1177/0094306116629410x,True,True,200,Income Inequality: Economic Disparities and the Middle Class in Affluent Countries,2016,1.0,yes,,,,,,,,,,,,,
Glomb2020-vj,INBOOK,"Frye, Northrop: Anatomy of criticism: Four essays",2020,10.1007/978-3-476-05728-0_8581-1,True,True,200,"Frye, Northrop: Anatomy of Criticism",2020,0.85,yes,,,,,,,,,,,,,
Ho2004-yy,ARTICLE,"Doctors within borders: Profession, Ethnicity, and Modernity in Colonial Taiwan",2004-03,10.1525/maq.2004.18.1.116,True,True,200,"Doctors within Borders: Profession, Ethnicity, and Modernity in Colonial Taiwan",2004,1.0,yes,,,,,,,,,,,,,
Wilson1995-xa,ARTICLE,Cultures of unemployment: A comparative Look at Long‐Term Unemployment and Urban Poverty,1995-09,10.1525/awr.1995.16.3-4.40,True,True,200,Cultures of Unemployment: A Comparative Look at Long‐Term Unemployment and Urban Poverty,1995,1.0,yes,,,,,,,,,,,,,
Spitz2011-pp,ARTICLE,Cinema: A Visual Anthropology,2011-06,10.1080/14782804.2011.580932,True,True,200,Cinema: A Visual Anthropology,2011,1.0,yes,,,,,,,,,,,,,
Audi2015-on,BOOK,The Cambridge dictionary of philosophy,2015-04-27,10.1017/cbo9781139057509,True,True,200,The Cambridge Dictionary of Philosophy,2015,1.0,yes,,,,,,,,,,,,,
Turnhout2010-by,ARTICLE,How participation creates citizens: Participatory governance as performative practice,2010,10.5751/ES-03701-150426,True,True,200,How Participation Creates Citizens: Participatory Governance as Performative Practice,2010,1.0,yes,,,,,,,,,,,,,
Berlant2022-kj,BOOK,On the inconvenience of other people,2022-09-20,10.2307/j.ctv2rr3g94,True,True,200,On the Inconvenience of Other People,2022,1.0,yes,,,,,,,,,,,,,
Dalton2007-ei,BOOK,The oxford handbook of political behavior,2007-08-09,10.1093/oxfordhb/9780199270125.001.0001,True,True,200,The Oxford Handbook of Political Behavior,2007,1.0,yes,,,,,,,,,,,,,
Bourdieu1977-jx,ARTICLE,Questions de politique,1977,10.3406/arss.1977.2568,True,True,200,Questions de politique,1977,1.0,yes,,,,,,,,,,,,,
Grasso2018-zl,BOOK,Governing youth politics in the age of surveillance,2018-02-06,10.4324/9781315209746,True,True,200,Governing Youth Politics in the Age of Surveillance,2018,1.0,yes,,,,,,,,,,,,,
Bachrach1962-nm,ARTICLE,Two faces of power,1962-12,10.2307/1952796,True,True,200,Two Faces of Power,1962,1.0,yes,,,,,,,,,,,,,
Dryler1998-kh,ARTICLE,"Parental role models, gender and educational choice",1998-09,10.2307/591389,True,True,200,"Parental Role Models, Gender and Educational Choice",1998,1.0,yes,,,,,,,,,,,,,
Koch2013-cb,ARTICLE,Introduction – Field methods in ‘closed contexts’: undertaking research in authoritarian states and places: Introduction - Field methods in ‘closed contexts’,2013-12,10.1111/area.12044,True,True,200,Introduction – Field methods in ‘closed contexts’: undertaking research in authoritarian states and places,2013,0.81,yes,,,,,,,,,,,,,
Peou1999-qa,ARTICLE,Cambodia in 1998: From despair to hope?,1999-01-01,10.2307/2645590,True,True,200,Cambodia in 1998: From Despair to Hope?,1999,1.0,yes,,,,,,,,,,,,,
Langran2000-qz,ARTICLE,Cambodia in 1999: Year of hope,2000-01-01,10.2307/3021217,True,True,200,Cambodia in 1999: Year of Hope,2000,1.0,yes,,,,,,,,,,,,,
Mathews2006-gp,ARTICLE,CAMBODIA: Positioning for 2008,2006-04,10.1355/SEAA-06F,True,True,200,CAMBODIA: Positioning for 2008,2006,1.0,yes,,,,,,,,,,,,,
Heder2012-cl,INBOOK,CAMBODIA: Capitalist transformation by neither liberal democracy nor dictatorship,2012-12-31,10.1355/9789814380256-009,True,True,200,CAMBODIA: Capitalist Transformation by Neither Liberal Democracy Nor Dictatorship,2012,1.0,yes,,,,,,,,,,,,,
Ertman1997-wo,BOOK,Birth of the leviathan: Building states and regimes in medieval and early modern Europe,1997-01-13,10.1017/cbo9780511529016,True,True,200,Birth of the Leviathan,1997,0.41,yes,,,,,,,,,,,,,
Schofield2013-pe,ARTICLE,The legal and political legacy of Jeremy Bentham,2013-11-03,10.1146/annurev-lawsocsci-102612-134101,True,True,200,The Legal and Political Legacy of Jeremy Bentham,2013,1.0,yes,,,,,,,,,,,,,
Grzymala-Busse2012-al,ARTICLE,Why comparative politics should take religion (more) seriously,2012-06-15,10.1146/annurev-polisci-033110-130442,True,True,200,Why Comparative Politics Should Take Religion (More) Seriously,2012,1.0,yes,,,,,,,,,,,,,
Kalin2018-ov,ARTICLE,How to think about social identity,2018-05-11,10.1146/annurev-polisci-042016-024408,True,True,200,How to Think About Social Identity,2018,1.0,yes,,,,,,,,,,,,,
Goodley2013-uh,ARTICLE,"Hardt and Negri and the Geo-political imagination: Empire, Multitude and critical disability studies",2013-05-22,10.1177/0896920511431500,True,True,200,"Hardt and Negri and the Geo-Political Imagination: Empire, Multitude and Critical Disability Studies",2013,1.0,yes,,,,,,,,,,,,,
